Date,game_id,game_pk,pitcher_name,retroID_pitcher,fangraphsID_pitcher,mlbID_pitcher,brefID_pitcher,fgTeam_pitcher,mlbTeam_pitcher,fgTeam_batter,mlbTeam_batter,GS,W,L,SV,HLD,IP,TBF,H,R,ER,HR,BB,SO,BABIP,ERA,FIP,xFIP,Hper9,HRper9,Kper9,BBper9,Innings,Year,balls,strikes,cluster,classified
5/5/2019,NYA201905050,567473,Domingo German,germd001,17149,593334,germado01,NYY,NYY,MIN,MIN,1,1,0,0,0,6.2,27,4,1,1,0,3,7,0.235,1.35,2.46,4.55,5.4,0,9.45,4.05,6.67,2019,39,69,1,Good Start
5/8/2019,NYA201905080,567476,Yusei Kikuchi,kikuy001,20633,579328,kikucyu01,SEA,SEA,NYY,NYY,1,1,0,0,0,7.2,27,3,1,1,0,1,3,0.13,1.17,2.82,5.16,3.52,0,3.52,1.17,7.67,2019,32,74,1,Good Start
5/9/2019,NYA201905090,567477,Mike Leake,leakm001,10130,502190,leakemi01,SEA,SEA,NYY,NYY,1,0,1,0,0,7,27,6,1,1,0,0,2,0.24,1.29,2.64,5.2,7.71,0,2.57,0,7,2019,35,70,1,Good Start
5/28/2019,NYA201905280,567485,Masahiro Tanaka,tanam001,15764,547888,tanakma01,NYY,NYY,SDP,SD,1,0,1,0,0,6,29,9,5,4,1,2,7,0.444,6,4.55,4.37,13.5,1.5,10.5,3,6,2019,33,67,2,Bad Start
6/17/2019,NYA201906170,567493,Masahiro Tanaka,tanam001,15764,547888,tanakma01,NYY,NYY,TBR,TB,1,1,0,0,0,9,29,2,0,0,0,1,10,0.111,0,1.33,2.43,2,0,10,1,9,2019,35,76,1,Good Start
6/24/2019,NYA201906240,567500,Aaron Sanchez,sanca006,11490,592717,sanchaa01,TOR,TOR,NYY,NYY,1,0,1,0,0,5.1,28,9,7,7,1,3,4,0.4,11.81,5.84,4.52,15.19,1.69,6.75,5.06,5.33,2019,37,67,2,Bad Start
7/18/2019,NYA201907181,567509,Yonny Chirinos,chiry001,16401,630023,chiriyo01,TBR,TB,NYY,NYY,1,0,1,0,0,5,27,9,5,4,1,2,8,0.5,7.2,3.81,4.4,16.2,1.8,14.4,3.6,5,2019,40,64,2,Bad Start
8/2/2019,NYA201908020,567515,Eduardo Rodriguez,rodre004,13164,593958,rodried05,BOS,BOS,NYY,NYY,1,0,1,0,0,6.2,28,5,4,4,1,6,8,0.308,5.4,5.46,5.01,6.75,1.35,10.8,8.1,6.67,2019,48,65,2,Bad Start
9/2/2019,NYA201909020,567528,Mike Minor,minom001,10021,501985,minormi01,TEX,TEX,NYY,NYY,1,1,0,0,0,7.1,27,5,0,0,0,1,5,0.238,0,2.26,3.89,6.14,0,6.14,1.23,7.33,2019,44,67,1,Good Start
4/15/2019,SDN201904150,566282,Joey Lucchesi,luccj001,19320,664192,lucchjo01,SDP,SD,COL,COL,1,0,1,0,0,7,29,7,5,5,2,2,4,0.238,6.43,6.64,5.2,9,2.57,5.14,2.57,7,2019,31,58,2,Bad Start
5/5/2019,SDN201905050,566292,Nick Margevicius,margn001,20395,676606,margeni01,SDP,SD,LAD,LAD,1,0,0,0,0,5.2,27,7,3,3,1,3,0,0.273,4.76,7.63,8.14,11.12,1.59,0,4.76,5.67,2019,37,52,2,Bad Start
5/6/2019,SDN201905060,566293,Chris Paddack,paddc001,20099,663978,paddach01,SDP,SD,NYM,NYM,1,1,0,0,0,7.2,28,4,0,0,0,1,11,0.25,0,0.74,1.51,4.7,0,12.91,1.17,7.67,2019,25,66,1,Good Start
6/3/2019,SDN201906030,566306,Aaron Nola,nolaa001,16149,605400,nolaaa01,PHI,PHI,SDP,SD,1,0,1,0,0,5.1,27,8,6,6,1,3,5,0.389,10.13,5.46,4.52,13.5,1.69,8.44,5.06,5.33,2019,37,56,2,Bad Start
6/8/2019,SDN201906080,566311,Eric Lauer,lauee001,19316,641778,lauerer01,SDP,SD,WSN,WSH,1,0,1,0,0,7,30,7,4,3,1,3,5,0.286,3.86,4.93,5.63,9,1.29,6.43,3.86,7,2019,34,67,1,Good Start
6/8/2019,SDN201906080,566311,Max Scherzer,schem001,3137,453286,scherma01,WSN,WSH,SDP,SD,1,1,0,0,0,7,28,6,0,0,0,1,9,0.333,0,1.07,2.49,7.71,0,11.57,1.29,7,2019,30,71,1,Good Start
6/18/2019,SDN201906180,566314,Brandon Woodruff,woodb005,16162,605540,woodrbr01,MIL,MIL,SDP,SD,1,0,1,0,0,6,27,7,4,4,1,1,6,0.316,6,3.88,4.03,10.5,1.5,9,1.5,6,2019,24,66,2,Bad Start
7/1/2019,SDN201907010,566319,Jeff Samardzija,samaj001,3254,502188,samarje01,SFG,SF,SDP,SD,1,1,0,0,0,8,32,5,2,2,0,2,6,0.208,2.25,2.46,3.71,5.62,0,6.75,2.25,8,2019,42,72,1,Good Start
7/2/2019,SDN201907020,566320,Matt Strahm,stram001,13799,621381,strahma01,SDP,SD,SFG,SF,1,0,1,0,0,5,27,11,7,7,3,1,6,0.471,12.6,9.21,5.79,19.8,5.4,10.8,1.8,5,2019,15,62,2,Bad Start
7/12/2019,SDN201907120,566322,Dallas Keuchel,keucd001,9434,572971,keuchda01,ATL,ATL,SDP,SD,1,1,0,0,0,7,29,6,1,1,1,4,5,0.263,1.29,5.36,4.35,7.71,1.29,6.43,5.14,7,2019,39,61,1,Good Start
7/14/2019,SDN201907140,566324,Mike Soroka,sorom001,18383,647336,sorokmi01,ATL,ATL,SDP,SD,1,1,0,0,0,7,27,6,0,0,0,1,9,0.353,0,1.07,2.21,7.71,0,11.57,1.29,7,2019,21,62,1,Good Start
7/28/2019,SDN201907280,566327,Madison Bumgarner,bumgm001,5524,518516,bumgama01,SFG,SF,SDP,SD,1,1,0,0,0,7,27,4,4,4,1,2,6,0.176,5.14,4.64,6.48,5.14,1.29,7.71,2.57,7,2019,25,61,1,Good Start
8/8/2019,SDN201908080,566330,Jon Gray,grayj003,14916,592351,grayjo02,COL,COL,SDP,SD,1,0,1,0,0,5.2,27,6,7,3,1,2,4,0.263,4.76,5.68,4.44,9.53,1.59,6.35,3.18,5.67,2019,36,56,2,Bad Start
8/11/2019,SDN201908110,566333,German Marquez,marqg001,15038,608566,marquge01,COL,COL,SDP,SD,1,1,0,0,0,8,30,5,3,3,2,2,9,0.176,3.38,4.96,2.71,5.62,2.25,10.12,2.25,8,2019,25,68,1,Good Start
8/26/2019,SDN201908260,566340,Eric Lauer,lauee001,19316,641778,lauerer01,SDP,SD,LAD,LAD,1,1,0,0,0,6,28,6,3,3,2,4,8,0.286,4.5,6.88,5.53,9,3,12,6,6,2019,39,71,2,Bad Start
3/31/2019,TEX201903310,566765,Lance Lynn,lynnl001,2520,458681,lynnla01,TEX,TEX,CHC,CHC,1,0,0,0,0,5.2,28,10,7,7,1,0,5,0.409,11.12,3.74,4.26,15.88,1.59,7.94,0,5.67,2019,40,63,2,Bad Start
4/3/2019,TEX201904030,566768,Mike Minor,minom001,10021,501985,minormi01,TEX,TEX,HOU,HOU,1,1,0,0,0,7,27,5,0,0,0,2,7,0.278,0,2.07,4.06,6.43,0,9,2.57,7,2019,37,58,1,Good Start
4/16/2019,TEX201904160,566773,Mike Minor,minom001,10021,501985,minormi01,TEX,TEX,LAA,LAA,1,1,0,0,0,9,30,3,0,0,0,2,7,0.143,0,2.33,4.76,3,0,7,2,9,2019,35,68,1,Good Start
4/19/2019,TEX201904190,566775,Justin Verlander,verlj001,8700,434378,verlaju01,HOU,HOU,TEX,TEX,1,1,0,0,0,7,27,3,1,1,1,3,8,0.133,1.29,4.07,5.06,3.86,1.29,10.29,3.86,7,2019,36,71,1,Good Start
5/3/2019,TEX201905030,566780,Mike Minor,minom001,10021,501985,minormi01,TEX,TEX,TOR,TOR,1,0,0,0,0,8,30,7,0,0,0,2,9,0.368,0,1.71,2.96,7.88,0,10.12,2.25,8,2019,40,76,1,Good Start
5/4/2019,TEX201905040,566781,Lance Lynn,lynnl001,2520,458681,lynnla01,TEX,TEX,TOR,TOR,1,1,0,0,0,6,29,8,5,5,0,5,3,0.381,7.5,4.71,6.04,12,0,4.5,7.5,6,2019,41,62,2,Bad Start
5/22/2019,TEX201905220,566788,Marco Gonzales,gonzm005,15467,594835,gonzama02,SEA,SEA,TEX,TEX,1,0,1,0,0,7,27,7,2,1,1,1,3,0.286,1.29,5.07,4.92,9,1.29,3.86,1.29,7,2019,23,58,1,Good Start
6/2/2019,TEX201906020,566792,Adrian Sampson,sampa001,13339,592716,sampsad01,TEX,TEX,KCR,KC,1,1,0,0,0,7,28,8,1,1,1,0,11,0.438,1.29,1.93,2.06,10.29,1.29,14.14,0,7,2019,30,67,1,Good Start
6/2/2019,TEX201906020,566792,Brad Keller,kellb003,15734,641745,kellebr01,KCR,KC,TEX,TEX,1,0,1,0,0,7,29,9,3,3,0,0,6,0.391,3.86,1.5,2.35,11.57,0,7.71,0,7,2019,25,75,1,Good Start
6/5/2019,TEX201906050,566794,Mike Minor,minom001,10021,501985,minormi01,TEX,TEX,BAL,BAL,1,0,0,0,0,5.2,27,7,0,0,0,2,7,0.438,0,2.86,3.56,11.12,0,11.12,3.18,5.67,2019,43,74,2,Bad Start
6/7/2019,TEX201906070,566796,Brett Anderson,andeb004,8223,474463,anderbr04,OAK,OAK,TEX,TEX,1,0,0,0,0,6.1,28,8,3,3,1,1,5,0.333,4.26,4.16,3.68,11.37,1.42,7.11,1.42,6.33,2019,25,67,2,Bad Start
6/9/2019,TEX201906090,566798,Frankie Montas,montf001,14309,593423,montafr02,OAK,OAK,TEX,TEX,1,1,0,0,0,6,27,7,3,2,1,1,10,0.4,3,2.55,2.37,10.5,1.5,15,1.5,6,2019,27,70,2,Bad Start
6/17/2019,TEX201906170,566799,Lance Lynn,lynnl001,2520,458681,lynnla01,TEX,TEX,CLE,CLE,1,1,0,0,0,7,27,6,1,1,1,0,9,0.294,1.29,2.5,2.92,7.71,1.29,11.57,0,7,2019,40,68,1,Good Start
6/18/2019,TEX201906180,566800,Zach Plesac,plesz001,19979,668676,plesaza01,CLE,CLE,TEX,TEX,1,1,0,0,0,7,27,2,1,1,1,5,6,0.067,1.29,5.5,6.48,2.57,1.29,7.71,6.43,7,2019,42,60,1,Good Start
6/20/2019,TEX201906200,566802,Mike Minor,minom001,10021,501985,minormi01,TEX,TEX,CLE,CLE,1,1,0,0,0,8,29,3,1,1,0,3,4,0.136,1.13,3.34,6.82,3.38,0,4.5,3.38,8,2019,40,70,1,Good Start
6/22/2019,TEX201906220,566804,Lance Lynn,lynnl001,2520,458681,lynnla01,TEX,TEX,CHW,CWS,1,1,0,0,0,7,28,6,5,5,1,1,6,0.25,6.43,3.79,3.92,7.71,1.29,7.71,1.29,7,2019,38,71,1,Good Start
7/4/2019,TEX201907040,566809,Lance Lynn,lynnl001,2520,458681,lynnla01,TEX,TEX,LAA,LAA,1,1,0,0,0,7,30,9,2,2,1,0,5,0.333,2.57,3.64,3.77,11.57,1.29,6.43,0,7,2019,39,76,1,Good Start
7/11/2019,TEX201907110,566810,Lance Lynn,lynnl001,2520,458681,lynnla01,TEX,TEX,HOU,HOU,1,1,0,0,0,7,29,6,0,0,0,2,11,0.375,0,0.93,2.35,7.71,0,14.14,2.57,7,2019,35,75,1,Good Start
7/13/2019,TEX201907130,566812,Wade Miley,milew001,8779,489119,mileywa01,HOU,HOU,TEX,TEX,1,0,0,0,0,6.2,28,4,5,3,3,1,5,0.056,4.05,8.46,4.7,5.4,4.05,6.75,1.35,6.67,2019,42,69,1,Good Start
7/16/2019,TEX201907160,566814,Lance Lynn,lynnl001,2520,458681,lynnla01,TEX,TEX,ARI,ARI,1,0,1,0,0,6,27,8,5,5,1,1,6,0.368,7.5,3.88,3.7,12,1.5,9,1.5,6,2019,34,75,2,Bad Start
8/2/2019,TEX201908020,566818,Lance Lynn,lynnl001,2520,458681,lynnla01,TEX,TEX,DET,DET,1,1,0,0,0,7,27,4,1,1,0,2,10,0.267,1.29,1.21,2.35,5.14,0,12.86,2.57,7,2019,41,74,1,Good Start
8/2/2019,TEX201908020,566818,Tyler Alexander,alext001,17735,641302,alexaty01,DET,DET,TEX,TEX,1,0,1,0,0,5.2,28,10,4,4,1,0,4,0.391,6.35,4.1,3.91,15.88,1.59,6.35,0,5.67,2019,25,60,2,Bad Start
8/16/2019,TEX201908160,566827,Mike Minor,minom001,10021,501985,minormi01,TEX,TEX,MIN,MIN,1,0,1,0,0,7,29,8,4,3,2,1,5,0.286,3.86,5.93,5.06,10.29,2.57,6.43,1.29,7,2019,41,73,1,Good Start
8/21/2019,TEX201908210,566832,Mike Minor,minom001,10021,501985,minormi01,TEX,TEX,LAA,LAA,1,0,0,0,0,5.2,30,10,7,6,0,2,7,0.476,9.53,1.8,4.26,15.88,0,11.12,3.18,5.67,2019,30,72,2,Bad Start
8/30/2019,TEX201908300,566834,Marco Gonzales,gonzm005,15467,594835,gonzama02,SEA,SEA,TEX,TEX,1,0,1,0,0,5.2,28,7,6,5,1,2,2,0.261,7.94,5.86,7.78,11.12,1.59,3.18,3.18,5.67,2019,32,68,2,Bad Start
9/10/2019,TEX201909100,566837,Lance Lynn,lynnl001,2520,458681,lynnla01,TEX,TEX,TBR,TB,1,0,0,0,0,7,27,4,1,1,0,3,7,0.235,1.29,2.5,4.49,5.14,0,9,3.86,7,2019,39,72,1,Good Start
9/14/2019,TEX201909140,566841,Mike Minor,minom001,10021,501985,minormi01,TEX,TEX,OAK,OAK,1,0,1,0,0,5,28,9,7,7,3,3,5,0.353,12.6,10.81,6.59,16.2,5.4,9,5.4,5,2019,40,65,2,Bad Start
9/24/2019,TEX201909240,566843,Eduardo Rodriguez,rodre004,13164,593958,rodried05,BOS,BOS,TEX,TEX,1,1,0,0,0,5,28,11,7,7,1,3,6,0.556,12.6,5.21,5.4,19.8,1.8,10.8,5.4,5,2019,46,67,2,Bad Start
9/26/2019,TEX201909260,566845,Mike Minor,minom001,10021,501985,minormi01,TEX,TEX,BOS,BOS,1,1,0,0,0,8.2,36,10,5,5,2,2,9,0.348,5.19,4.83,3.44,10.38,2.08,9.35,2.08,8.67,2019,44,82,1,Good Start
4/26/2019,TOR201904260,566876,Mike Fiers,fierm001,7754,571666,fiersmi01,OAK,OAK,TOR,TOR,1,0,0,0,0,7,27,6,2,2,1,0,5,0.238,2.57,3.64,4.63,7.71,1.29,6.43,0,7,2019,34,67,1,Good Start
5/7/2019,TOR201905070,566880,Aaron Sanchez,sanca006,11490,592717,sanchaa01,TOR,TOR,MIN,MIN,1,0,1,0,0,7,29,6,3,3,1,3,6,0.263,3.86,4.64,4.77,7.71,1.29,7.71,3.86,7,2019,35,64,1,Good Start
5/12/2019,TOR201905120,566884,Aaron Sanchez,sanca006,11490,592717,sanchaa01,TOR,TOR,CHW,CWS,1,0,1,0,0,6,29,9,5,5,2,2,11,0.538,7.5,5.38,2.04,13.5,3,16.5,3,6,2019,37,66,2,Bad Start
5/21/2019,TOR201905210,566886,Marcus Stroman,strom001,13431,573186,stromma01,TOR,TOR,BOS,BOS,1,1,0,0,0,6,27,5,1,1,1,6,4,0.25,1.5,7.05,6.21,7.5,1.5,6,9,6,2019,48,57,2,Bad Start
6/8/2019,TOR201906080,566896,Aaron Sanchez,sanca006,11490,592717,sanchaa01,TOR,TOR,ARI,ARI,1,0,1,0,0,6,27,6,5,5,1,4,3,0.263,7.5,6.38,5.87,9,1.5,4.5,6,6,2019,39,56,2,Bad Start
6/28/2019,TOR201906280,566902,Danny Duffy,duffd001,3542,518633,duffyda01,KCR,KC,TOR,TOR,1,0,1,0,0,6.2,28,7,3,3,2,1,8,0.294,4.05,5.16,3.95,9.45,2.7,10.8,1.35,6.67,2019,40,69,2,Bad Start
7/3/2019,TOR201907030,566907,Chris Sale,salec001,10603,519242,salech01,BOS,BOS,TOR,TOR,1,0,1,0,0,5.2,27,9,5,5,3,2,5,0.375,7.94,9.92,5.49,14.29,4.76,7.94,3.18,5.67,2019,35,69,2,Bad Start
7/23/2019,TOR201907230,566913,Trevor Bauer,bauet001,12703,545333,bauertr01,CLE,CLE,TOR,TOR,1,0,0,0,0,7.2,27,3,0,0,0,3,9,0.2,0,2.04,3.34,3.52,0,10.57,3.52,7.67,2019,49,68,1,Good Start
7/24/2019,TOR201907240,566914,Shane Bieber,biebs001,19427,669456,biebesh01,CLE,CLE,TOR,TOR,1,1,0,0,0,9,29,1,0,0,0,1,10,0.059,0,1.66,3.87,1,0,10,1,9,2019,34,68,1,Good Start
8/18/2019,TOR201908180,566927,Yusei Kikuchi,kikuy001,20633,579328,kikucyu01,SEA,SEA,TOR,TOR,1,1,0,0,0,9,29,2,0,0,0,1,8,0.1,0,1.77,4.2,2,0,8,1,9,2019,31,65,1,Good Start
8/31/2019,TOR201908310,566931,Framber Valdez,valdf001,17295,664285,valdefr01,HOU,HOU,TOR,TOR,1,0,1,0,0,5.2,28,9,6,6,2,3,5,0.389,9.53,7.63,4.44,14.29,3.18,7.94,4.76,5.67,2019,39,64,2,Bad Start
9/1/2019,TOR201909010,566932,Justin Verlander,verlj001,8700,434378,verlaju01,HOU,HOU,TOR,TOR,1,1,0,0,0,9,28,0,0,0,0,1,14,0,0,0.44,1.98,0,0,14,1,9,2019,41,79,1,Good Start
3/28/2019,WAS201903280,565895,Max Scherzer,schem001,3137,453286,scherma01,WSN,WSH,NYM,NYM,1,0,1,0,0,7.2,28,2,2,2,1,3,12,0.083,2.35,2.95,2.55,2.35,1.17,14.09,3.52,7.67,2019,33,76,1,Good Start
3/30/2019,WAS201903300,565896,Stephen Strasburg,stras001,10131,544931,strasst01,WSN,WSH,NYM,NYM,1,0,0,0,0,6,27,7,4,4,0,2,8,0.412,6,1.55,3.54,10.5,0,12,3,6,2019,34,62,2,Bad Start
4/12/2019,WAS201904120,565900,Trevor Williams,willt002,16977,592866,willitr01,PIT,PIT,WSN,WSH,1,0,0,0,0,6.1,27,4,2,2,1,3,3,0.158,2.84,6.21,7.3,5.68,1.42,4.26,4.26,6.33,2019,35,58,1,Good Start
4/13/2019,WAS201904130,565901,Anibal Sanchez,sanca004,3284,434671,sanchan01,WSN,WSH,PIT,PIT,1,0,0,0,0,7,29,7,2,2,1,1,2,0.24,2.57,4.93,5.63,9,1.29,2.57,1.29,7,2019,37,63,1,Good Start
4/14/2019,WAS201904140,565902,Max Scherzer,schem001,3137,453286,scherma01,WSN,WSH,PIT,PIT,1,0,0,0,0,8,30,7,3,3,0,1,7,0.318,3.38,1.84,3.33,7.88,0,7.88,1.12,8,2019,27,71,1,Good Start
4/30/2019,WAS201904300,565910,Adam Wainwright,waina001,2233,425794,wainwad01,STL,STL,WSN,WSH,1,1,0,0,0,6.1,29,6,2,2,2,2,5,0.222,2.84,7.64,5.73,8.53,2.84,7.11,2.84,6.33,2019,25,55,2,Bad Start
5/1/2019,WAS201905010,565911,Max Scherzer,schem001,3137,453286,scherma01,WSN,WSH,STL,STL,1,0,1,0,0,7,30,8,3,3,0,2,8,0.4,3.86,1.79,4.34,10.29,0,10.29,2.57,7,2019,37,73,1,Good Start
5/2/2019,WAS201905020,565912,Stephen Strasburg,stras001,10131,544931,strasst01,WSN,WSH,STL,STL,1,1,0,0,0,6.2,27,6,1,1,0,2,9,0.375,1.35,1.41,2.91,8.1,0,12.15,2.7,6.67,2019,39,69,1,Good Start
5/15/2019,WAS201905150,565914,Patrick Corbin,corbp001,9323,571578,corbipa01,WSN,WSH,NYM,NYM,1,1,0,0,0,8,29,4,1,1,0,1,11,0.235,1.13,0.84,1.83,4.5,0,12.38,1.12,8,2019,36,72,1,Good Start
5/16/2019,WAS201905160,565915,Zach Wheeler,wheez001,10310,554430,wheelza01,NYM,NYM,WSN,WSH,1,0,1,0,0,6,30,11,6,6,1,2,6,0.476,9,4.38,5.2,16.5,1.5,9,3,6,2019,30,68,2,Bad Start
5/25/2019,WAS201905250,565920,Patrick Corbin,corbp001,9323,571578,corbipa01,WSN,WSH,MIA,MIA,1,1,0,0,0,9,29,4,0,0,0,1,5,0.174,0,2.44,3.76,4,0,5,1,9,2019,46,70,1,Good Start
6/14/2019,WAS201906140,565926,Max Scherzer,schem001,3137,453286,scherma01,WSN,WSH,ARI,ARI,1,1,0,0,0,7,27,3,2,2,2,1,10,0.077,2.57,4.93,3.77,3.86,2.57,12.86,1.29,7,2019,31,73,1,Good Start
7/3/2019,WAS201907030,565937,Stephen Strasburg,stras001,10131,544931,strasst01,WSN,WSH,MIA,MIA,1,1,0,0,0,7.1,27,2,0,0,0,2,14,0.2,0,0.62,0.62,2.45,0,17.18,2.45,7.33,2019,30,80,1,Good Start
7/4/2019,WAS201907040,565938,Anibal Sanchez,sanca004,3284,434671,sanchan01,WSN,WSH,MIA,MIA,1,1,0,0,0,6,27,5,2,1,1,3,2,0.19,1.5,6.21,5.71,7.5,1.5,3,4.5,6,2019,32,70,1,Good Start
7/7/2019,WAS201907070,565941,Jakob Junis,junij001,13619,596001,junisja01,KCR,KC,WSN,WSH,1,0,0,0,0,7,27,5,2,2,2,2,6,0.176,2.57,6.07,4.06,6.43,2.57,7.71,2.57,7,2019,36,62,1,Good Start
7/26/2019,WAS201907260,565946,Hyun Jin Ryu,ryu-h001,14444,547943,ryuhy01,LAD,LAD,WSN,WSH,1,0,0,0,0,6.2,29,8,1,1,0,1,4,0.333,1.35,2.46,4.25,10.8,0,5.4,1.35,6.67,2019,34,69,1,Good Start
7/28/2019,WAS201907280,565948,Walker Buehler,buehw001,19374,621111,buehlwa01,LAD,LAD,WSN,WSH,1,0,1,0,0,5.1,28,8,7,4,1,3,6,0.412,6.75,5.65,5.45,13.5,1.69,10.12,5.06,5.33,2019,38,62,2,Bad Start
7/29/2019,WAS201907290,565949,Dallas Keuchel,keucd001,9434,572971,keuchda01,ATL,ATL,WSN,WSH,1,0,1,0,0,5.1,27,6,4,4,0,4,4,0.333,6.75,4.53,5.27,10.12,0,6.75,6.75,5.33,2019,47,61,2,Bad Start
7/30/2019,WAS201907300,565950,Julio Teheran,tehej001,6797,527054,teherju01,ATL,ATL,WSN,WSH,1,1,0,0,0,6.2,29,7,2,2,1,2,6,0.3,2.7,4.26,5.6,9.45,1.35,8.1,2.7,6.67,2019,32,72,1,Good Start
8/14/2019,WAS201908140,565954,Stephen Strasburg,stras001,10131,544931,strasst01,WSN,WSH,CIN,CIN,1,1,0,0,0,5.2,28,7,4,4,1,3,4,0.3,6.35,5.68,5.5,11.12,1.59,6.35,4.76,5.67,2019,35,75,2,Bad Start
8/16/2019,WAS201908160,565955,Patrick Corbin,corbp001,9323,571578,corbipa01,WSN,WSH,MIL,MIL,1,0,0,0,0,6,29,7,1,1,1,4,8,0.375,1.5,4.71,3.54,10.5,1.5,12,6,6,2019,49,61,2,Bad Start
8/16/2019,WAS201908160,565955,Adrian Houser,housa001,12718,605288,housead01,MIL,MIL,WSN,WSH,1,0,0,0,0,7,27,2,1,1,0,2,4,0.105,1.29,3.79,5.49,2.57,0,5.14,2.57,7,2019,33,62,1,Good Start
8/18/2019,WAS201908180,565957,Erick Fedde,fedde001,17425,607200,feddeer01,WSN,WSH,MIL,MIL,1,1,0,0,0,5,27,10,4,4,2,2,2,0.381,7.2,8.81,6,18,3.6,3.6,3.6,5,2019,43,59,2,Bad Start
9/3/2019,WAS201909030,565964,Jacob deGrom,degrj001,10954,594798,degroja01,NYM,NYM,WSN,WSH,1,0,0,0,0,7,31,8,4,4,1,3,6,0.35,5.14,5.07,4.92,10.29,1.29,7.71,3.86,7,2019,36,64,2,Bad Start
3/30/2019,LAN201903300,565801,Zack Godley,godlz001,14862,643327,godleza01,ARI,ARI,LAD,LAD,1,0,1,0,0,5.1,27,8,8,7,2,2,3,0.316,11.81,8.65,6.76,13.5,3.38,5.06,3.38,5.33,2019,38,63,2,Bad Start
4/14/2019,LAN201904140,565808,Ross Stripling,strir001,13273,548389,stripro01,LAD,LAD,MIL,MIL,1,1,0,0,0,8,28,4,1,1,0,1,3,0.167,1.13,2.84,5.08,4.5,0,3.38,1.12,8,2019,29,59,1,Good Start
4/16/2019,LAN201904160,565810,Kenta Maeda,maedk001,18498,628317,maedake01,LAD,LAD,CIN,CIN,1,1,0,0,0,6.2,27,4,1,1,0,3,5,0.211,1.35,3.06,5.75,5.4,0,6.75,4.05,6.67,2019,36,62,1,Good Start
4/16/2019,LAN201904160,565810,Tyler Mahle,mahlt001,16358,641816,mahlety01,CIN,CIN,LAD,LAD,1,0,1,0,0,6,27,11,4,4,1,0,3,0.435,6,4.38,3.87,16.5,1.5,4.5,0,6,2019,30,69,2,Bad Start
4/26/2019,LAN201904260,565812,Hyun Jin Ryu,ryu-h001,14444,547943,ryuhy01,LAD,LAD,PIT,PIT,1,1,0,0,0,7,28,8,2,2,1,0,10,0.412,2.57,2.21,1.21,10.29,1.29,12.86,0,7,2019,39,66,1,Good Start
4/27/2019,LAN201904270,565813,Joe Musgrove,musgj001,12970,605397,musgrjo01,PIT,PIT,LAD,LAD,1,0,1,0,0,6.2,28,6,3,1,0,1,5,0.286,1.35,2.61,4.4,8.1,0,6.75,1.35,6.67,2019,32,67,1,Good Start
5/7/2019,LAN201905070,565816,Hyun Jin Ryu,ryu-h001,14444,547943,ryuhy01,LAD,LAD,ATL,ATL,1,1,0,0,0,9,30,4,0,0,0,0,6,0.167,0,1.88,2.54,4,0,6,0,9,2019,26,67,1,Good Start
5/8/2019,LAN201905080,565817,Clayton Kershaw,kersc001,2036,477132,kershcl01,LAD,LAD,ATL,ATL,1,1,0,0,0,6.2,29,9,4,4,1,1,4,0.348,5.4,4.41,4.85,12.15,1.35,5.4,1.35,6.67,2019,31,69,2,Bad Start
5/8/2019,LAN201905080,565817,Mike Foltynewicz,foltm001,10811,592314,foltymi01,ATL,ATL,LAD,LAD,1,0,1,0,0,6,27,5,5,5,2,4,2,0.158,7.5,8.88,7.86,7.5,3,3,6,6,2019,30,60,2,Bad Start
5/9/2019,LAN201905090,565818,Patrick Corbin,corbp001,9323,571578,corbipa01,WSN,WSH,LAD,LAD,1,1,0,0,0,7,27,3,0,0,0,4,8,0.214,0,3.07,4.78,3.86,0,10.29,5.14,7,2019,42,65,1,Good Start
5/11/2019,LAN201905110,565820,Max Scherzer,schem001,3137,453286,scherma01,WSN,WSH,LAD,LAD,1,1,0,0,0,7,29,5,2,2,1,2,7,0.235,2.57,4.79,4.92,6.43,1.29,9,2.57,7,2019,40,75,1,Good Start
5/30/2019,LAN201905300,565827,Hyun Jin Ryu,ryu-h001,14444,547943,ryuhy01,LAD,LAD,NYM,NYM,1,1,0,0,0,7.2,28,4,0,0,0,1,7,0.2,0,1.78,3.34,4.7,0,8.22,1.17,7.67,2019,36,70,1,Good Start
5/30/2019,LAN201905300,565827,Jason Vargas,vargj001,8044,450306,vargaja01,NYM,NYM,LAD,LAD,1,0,1,0,0,7,28,6,1,1,0,3,6,0.316,1.29,2.79,4.21,7.71,0,7.71,3.86,7,2019,44,54,1,Good Start
6/1/2019,LAN201906010,565829,Clayton Kershaw,kersc001,2036,477132,kershcl01,LAD,LAD,PHI,PHI,1,0,0,0,0,7,27,6,1,0,0,0,6,0.286,0,1.5,2.64,7.71,0,7.71,0,7,2019,30,65,1,Good Start
6/16/2019,LAN201906160,565834,Hyun Jin Ryu,ryu-h001,14444,547943,ryuhy01,LAD,LAD,CHC,CHC,1,0,0,0,0,7,28,7,2,0,0,0,8,0.35,0,0.93,1.78,9,0,10.29,0,7,2019,26,68,1,Good Start
6/18/2019,LAN201906180,565836,Shaun Anderson,andes002,19453,641312,andersh01,SFG,SF,LAD,LAD,1,0,1,0,0,5.2,27,7,3,3,1,3,2,0.286,4.76,6.39,5.85,11.12,1.59,3.18,4.76,5.67,2019,37,62,2,Bad Start
