Date,game_id,game_pk,pitcher_name,retroID_pitcher,fangraphsID_pitcher,mlbID_pitcher,brefID_pitcher,fgTeam_pitcher,mlbTeam_pitcher,fgTeam_batter,mlbTeam_batter,GS,W,L,SV,HLD,IP,TBF,H,R,ER,HR,BB,SO,BABIP,ERA,FIP,xFIP,Hper9,HRper9,Kper9,BBper9,Innings,Year,balls,strikes,cluster,classified
5/4/2019,BAL201905040,564944,Yonny Chirinos,chiry001,16401,630023,chiriyo01,TBR,TB,BAL,BAL,1,0,1,0,0,7.1,29,7,3,3,1,1,3,0.25,3.68,4.58,4.7,8.59,1.23,3.68,1.23,7.33,2019,33,60,1,Good Start
5/8/2019,BAL201905080,564948,Chris Sale,salec001,10603,519242,salech01,BOS,BOS,BAL,BAL,1,0,0,0,0,8,29,3,1,1,0,0,14,0.231,1.13,0.46,1.71,3.38,0,15.75,0,8,2019,28,80,1,Good Start
5/27/2019,BAL201905270,564956,Daniel Norris,norrd002,13475,596057,norrida01,DET,DET,BAL,BAL,1,0,1,0,0,5.2,27,6,4,2,1,3,5,0.278,3.18,5.33,4.79,9.53,1.59,7.94,4.76,5.67,2019,33,67,2,Bad Start
5/28/2019,BAL201905280,564957,Dylan Bundy,bundd001,12917,605164,bundydy01,BAL,BAL,DET,DET,1,0,1,0,0,7,28,7,3,3,1,0,8,0.316,3.86,2.79,3.49,9,1.29,10.29,0,7,2019,25,64,1,Good Start
5/31/2019,BAL201905310,564959,Andrew Cashner,casha001,8782,488768,cashnan01,BAL,BAL,SFG,SF,1,1,0,0,0,5,27,8,6,6,1,5,0,0.333,10.8,8.81,9,14.4,1.8,0,9,5,2019,49,60,2,Bad Start
6/14/2019,BAL201906140,564965,Eduardo Rodriguez,rodre004,13164,593958,rodried05,BOS,BOS,BAL,BAL,1,1,0,0,0,7,27,6,1,1,1,0,4,0.238,1.29,4.36,5.63,7.71,1.29,5.14,0,7,2019,41,73,1,Good Start
7/20/2019,BAL201907200,564979,Rick Porcello,porcr001,2717,519144,porceri01,BOS,BOS,BAL,BAL,1,1,0,0,0,5,27,11,6,6,2,1,4,0.45,10.8,7.41,6.19,19.8,3.6,7.2,1.8,5,2019,32,67,2,Bad Start
8/24/2019,BAL201908240,564996,John Means,meanj001,16269,607644,meansjo01,BAL,BAL,TBR,TB,1,1,0,0,0,7,27,5,1,1,1,0,7,0.211,1.29,3.07,5.19,6.43,1.29,9,0,7,2019,30,70,1,Good Start
9/8/2019,BAL201909080,565001,Mike Minor,minom001,10021,501985,minormi01,TEX,TEX,BAL,BAL,1,1,0,0,0,8,30,6,2,2,1,1,3,0.2,2.25,4.46,6.57,6.75,1.12,3.38,1.12,8,2019,28,74,1,Good Start
9/12/2019,BAL201909120,565004,Dylan Bundy,bundd001,12917,605164,bundydy01,BAL,BAL,LAD,LAD,1,0,1,0,0,5.2,27,6,4,2,0,2,6,0.316,3.18,2.16,5.67,9.53,0,9.53,3.18,5.67,2019,37,66,2,Bad Start
9/22/2019,BAL201909220,565010,John Means,meanj001,16269,607644,meansjo01,BAL,BAL,SEA,SEA,1,1,0,0,0,7,27,7,1,1,0,1,4,0.318,1.29,2.5,5.34,9,0,5.14,1.29,7,2019,41,63,1,Good Start
4/28/2019,BOS201904280,565039,Chris Sale,salec001,10603,519242,salech01,BOS,BOS,TBR,TB,1,0,1,0,0,7,27,4,4,2,1,3,8,0.2,2.57,4.07,4.2,5.14,1.29,10.29,3.86,7,2019,39,72,1,Good Start
4/30/2019,BOS201904300,565041,Rick Porcello,porcr001,2717,519144,porceri01,BOS,BOS,OAK,OAK,1,1,0,0,0,8,28,2,0,0,0,2,8,0.111,0,1.96,3.95,2.25,0,9,2.25,8,2019,36,78,1,Good Start
5/10/2019,BOS201905100,565043,Eduardo Rodriguez,rodre004,13164,593958,rodried05,BOS,BOS,SEA,SEA,1,1,0,0,0,7,27,5,0,0,0,1,5,0.238,0,2.21,4.49,6.43,0,6.43,1.29,7,2019,35,68,1,Good Start
5/11/2019,BOS201905110,565044,Rick Porcello,porcr001,2717,519144,porceri01,BOS,BOS,SEA,SEA,1,1,0,0,0,6.2,27,5,4,4,1,1,5,0.2,5.4,4.11,5.74,6.75,1.35,6.75,1.35,6.67,2019,31,76,1,Good Start
5/14/2019,BOS201905140,565046,Kyle Freeland,freek001,16256,607536,freelky01,COL,COL,BOS,BOS,1,0,0,0,0,6,27,5,3,3,3,3,7,0.143,4.5,8.88,6.36,7.5,4.5,10.5,4.5,6,2019,35,69,2,Bad Start
5/15/2019,BOS201905150,565047,Eduardo Rodriguez,rodre004,13164,593958,rodried05,BOS,BOS,COL,COL,1,0,0,0,0,6,28,9,5,5,0,1,10,0.563,7.5,0.88,2.21,13.5,0,15,1.5,6,2019,33,73,2,Bad Start
5/15/2019,BOS201905150,565047,German Marquez,marqg001,15038,608566,marquge01,COL,COL,BOS,BOS,1,0,0,0,0,6.1,27,10,5,5,1,0,6,0.45,7.11,3.37,3.2,14.21,1.42,8.53,0,6.33,2019,25,62,2,Bad Start
5/17/2019,BOS201905170,565048,Rick Porcello,porcr001,2717,519144,porceri01,BOS,BOS,HOU,HOU,1,0,1,0,0,7,28,6,2,2,1,1,3,0.217,2.57,4.64,6.2,7.71,1.29,3.86,1.29,7,2019,34,61,1,Good Start
5/27/2019,BOS201905270,565051,Rick Porcello,porcr001,2717,519144,porceri01,BOS,BOS,CLE,CLE,1,1,0,0,0,6.2,33,8,5,3,0,3,4,0.32,4.05,3.81,6.2,10.8,0,5.4,4.05,6.67,2019,37,73,1,Good Start
6/7/2019,BOS201906070,565054,Rick Porcello,porcr001,2717,519144,porceri01,BOS,BOS,TBR,TB,1,0,1,0,0,6,27,8,4,4,1,1,4,0.333,6,4.55,4.7,12,1.5,6,1.5,6,2019,32,68,2,Bad Start
6/7/2019,BOS201906070,565054,Yonny Chirinos,chiry001,16401,630023,chiriyo01,TBR,TB,BOS,BOS,1,1,0,0,0,8,28,2,0,0,0,2,6,0.1,0,2.46,3.46,2.25,0,6.75,2.25,8,2019,39,62,1,Good Start
6/8/2019,BOS201906081,565055,Ryan Yarbrough,yarbr001,16502,642232,yarbrry01,TBR,TB,BOS,BOS,1,1,0,0,0,7.2,27,4,2,1,1,0,7,0.158,1.17,3.08,2.43,4.7,1.17,8.22,0,7.67,2019,35,75,1,Good Start
6/10/2019,BOS201906100,565057,Mike Minor,minom001,10021,501985,minormi01,TEX,TEX,BOS,BOS,1,0,0,0,0,8,29,4,2,2,1,2,6,0.15,2.25,4.09,3.21,4.5,1.12,6.75,2.25,8,2019,42,67,1,Good Start
6/21/2019,BOS201906210,565061,Trent Thornton,thort002,17948,663423,thorntr01,TOR,TOR,BOS,BOS,1,0,0,0,0,6.1,28,8,2,2,0,1,7,0.4,2.84,1.48,3.99,11.37,0,9.95,1.42,6.33,2019,37,65,2,Bad Start
6/23/2019,BOS201906230,565063,Rick Porcello,porcr001,2717,519144,porceri01,BOS,BOS,TOR,TOR,1,0,1,0,0,6,29,8,5,5,0,4,2,0.348,7.5,4.55,6.21,12,0,3,6,6,2019,36,62,2,Bad Start
6/26/2019,BOS201906260,565066,Chris Sale,salec001,10603,519242,salech01,BOS,BOS,CHW,CWS,1,0,0,0,0,6,27,6,5,5,1,1,10,0.385,7.5,3.55,2.38,9,1.5,15,1.5,6,2019,31,71,2,Bad Start
6/26/2019,BOS201906260,565066,Reynaldo Lopez,loper003,16400,625643,lopezre01,CHW,CWS,BOS,BOS,1,0,0,0,0,6,27,9,3,3,1,1,3,0.364,4.5,4.88,5.7,13.5,1.5,4.5,1.5,6,2019,27,76,2,Bad Start
7/12/2019,BOS201907120,565069,Eduardo Rodriguez,rodre004,13164,593958,rodried05,BOS,BOS,LAD,LAD,1,1,0,0,0,7,28,5,1,1,1,2,10,0.267,1.29,3.07,3.77,6.43,1.29,12.86,2.57,7,2019,38,67,1,Good Start
7/14/2019,BOS201907140,565071,Hyun Jin Ryu,ryu-h001,14444,547943,ryuhy01,LAD,LAD,BOS,BOS,1,0,0,0,0,7,29,7,2,0,0,1,6,0.318,0,1.93,2.78,9,0,7.71,1.29,7,2019,32,62,1,Good Start
7/15/2019,BOS201907150,565072,Rick Porcello,porcr001,2717,519144,porceri01,BOS,BOS,TOR,TOR,1,1,0,0,0,6,28,8,4,4,1,0,2,0.292,6,5.21,6.36,12,1.5,3,0,6,2019,41,71,2,Bad Start
7/26/2019,BOS201907260,565077,Andrew Cashner,casha001,8782,488768,cashnan01,BOS,BOS,NYY,NYY,1,1,0,0,0,6.2,29,10,3,3,0,1,6,0.455,4.05,1.86,3.36,13.5,0,8.1,1.35,6.67,2019,31,67,2,Bad Start
7/31/2019,BOS201907310,565081,Rick Porcello,porcr001,2717,519144,porceri01,BOS,BOS,TBR,TB,1,0,1,0,0,5.2,27,9,6,6,3,1,7,0.375,9.53,8.16,4.08,14.29,4.76,11.12,1.59,5.67,2019,28,70,2,Bad Start
8/1/2019,BOS201908010,565082,Andrew Cashner,casha001,8782,488768,cashnan01,BOS,BOS,TBR,TB,1,0,1,0,0,5.2,27,7,7,6,0,5,1,0.333,9.53,5.51,7.97,11.12,0,1.59,7.94,5.67,2019,46,64,2,Bad Start
8/17/2019,BOS201908170,565091,Eduardo Rodriguez,rodre004,13164,593958,rodried05,BOS,BOS,BAL,BAL,1,1,0,0,0,7.1,28,4,0,0,0,2,4,0.19,0,3.35,5.25,4.91,0,4.91,2.45,7.33,2019,36,70,1,Good Start
9/4/2019,BOS201909040,565096,Eduardo Rodriguez,rodre004,13164,593958,rodried05,BOS,BOS,MIN,MIN,1,1,0,0,0,7,29,5,0,0,0,4,8,0.313,0,3.07,5.06,6.43,0,10.29,5.14,7,2019,46,67,1,Good Start
9/9/2019,BOS201909090,565101,James Paxton,paxtj001,11828,572020,paxtoja01,NYY,NYY,BOS,BOS,1,1,0,0,0,6.2,27,4,0,0,0,3,7,0.235,0,2.46,4.25,5.4,0,9.45,4.05,6.67,2019,37,70,1,Good Start
9/19/2019,BOS201909190,565104,Madison Bumgarner,bumgm001,5524,518516,bumgama01,SFG,SF,BOS,BOS,1,0,1,0,0,5,27,9,5,5,0,2,7,0.5,9,1.61,5.59,16.2,0,12.6,3.6,5,2019,37,65,2,Bad Start
9/29/2019,BOS201909290,565107,Eduardo Rodriguez,rodre004,13164,593958,rodried05,BOS,BOS,BAL,BAL,1,0,0,0,0,7,27,4,3,3,0,2,8,0.235,3.86,1.79,3.49,5.14,0,10.29,2.57,7,2019,44,71,1,Good Start
4/6/2019,CHA201904060,567264,Mike Leake,leakm001,10130,502190,leakemi01,SEA,SEA,CHW,CWS,1,1,0,0,0,6.1,28,9,2,2,2,0,6,0.35,2.84,5.42,4.46,12.79,2.84,8.53,0,6.33,2019,26,80,1,Good Start
4/10/2019,CHA201904100,567268,Reynaldo Lopez,loper003,16400,625643,lopezre01,CHW,CWS,TBR,TB,1,0,1,0,0,4.1,27,10,8,8,3,4,5,0.467,16.62,12.68,7.81,20.77,6.23,10.38,8.31,4.33,2019,46,58,2,Bad Start
4/16/2019,CHA201904160,567270,Jorge Lopez,lopej004,14527,605347,lopezjo02,KCR,KC,CHW,CWS,1,0,1,0,0,6,27,8,4,4,3,2,10,0.417,6,7.38,2.54,12,4.5,15,3,6,2019,36,65,2,Bad Start
5/1/2019,CHA201905012,567276,Ivan Nova,novai001,1994,467100,novaiv01,CHW,CWS,BAL,BAL,1,0,0,0,0,5.2,27,9,5,5,2,2,5,0.389,7.94,7.1,5.67,14.29,3.18,7.94,3.18,5.67,2019,36,66,2,Bad Start
5/13/2019,CHA201905130,567282,Reynaldo Lopez,loper003,16400,625643,lopezre01,CHW,CWS,CLE,CLE,1,1,0,0,0,7.2,27,2,2,1,1,2,6,0.056,1.17,4.13,5.8,2.35,1.17,7.04,2.35,7.67,2019,39,64,1,Good Start
5/28/2019,CHA201905280,567289,Lucas Giolito,gioll001,15474,608337,giolilu01,CHW,CWS,KCR,KC,1,1,0,0,0,8,28,3,3,3,1,1,10,0.133,3.38,3.09,3.7,3.38,1.12,11.25,1.12,8,2019,34,73,1,Good Start
5/28/2019,CHA201905280,567289,Brad Keller,kellb003,15734,641745,kellebr01,KCR,KC,CHW,CWS,1,0,1,0,0,6,28,10,4,4,0,1,3,0.417,6,2.71,4.37,15,0,4.5,1.5,6,2019,37,73,2,Bad Start
5/29/2019,CHA201905290,567290,Reynaldo Lopez,loper003,16400,625643,lopezre01,CHW,CWS,KCR,KC,1,0,0,0,0,5.2,29,12,5,5,1,2,3,0.478,7.94,5.51,6.02,19.06,1.59,4.76,3.18,5.67,2019,44,74,2,Bad Start
5/30/2019,CHA201905300,567291,Carlos Carrasco,carrc003,6632,471911,carraca01,CLE,CLE,CHW,CWS,1,0,1,0,0,6.1,29,10,6,6,1,1,7,0.45,8.53,3.53,3.36,14.21,1.42,9.95,1.42,6.33,2019,34,74,2,Bad Start
5/31/2019,CHA201905310,567292,Trevor Bauer,bauet001,12703,545333,bauertr01,CLE,CLE,CHW,CWS,1,0,1,0,0,7,35,9,6,2,0,1,8,0.36,2.57,1.79,4.63,11.57,0,10.29,1.29,7,2019,30,81,1,Good Start
6/1/2019,CHA201906010,567293,Ivan Nova,novai001,1994,467100,novaiv01,CHW,CWS,CLE,CLE,1,0,1,0,0,7,28,6,4,3,2,1,3,0.19,3.86,6.93,5.49,7.71,2.57,3.86,1.29,7,2019,38,59,1,Good Start
6/28/2019,CHA201906280,567301,Jose Berrios,berrj001,14168,621244,berrijo01,MIN,MIN,CHW,CWS,1,0,1,0,0,7.1,33,9,6,3,2,0,5,0.269,3.68,5.4,4.56,11.05,2.45,6.14,0,7.33,2019,27,78,1,Good Start
7/6/2019,CHA201907060,567307,Jon Lester,lestj001,4930,452657,lestejo01,CHC,CHC,CHW,CWS,1,1,0,0,0,6.1,29,6,3,1,0,3,3,0.261,1.42,3.69,5.89,8.53,0,4.26,4.26,6.33,2019,38,69,1,Good Start
7/22/2019,CHA201907220,567309,Ivan Nova,novai001,1994,467100,novaiv01,CHW,CWS,MIA,MIA,1,1,0,0,0,9,31,4,1,1,1,0,5,0.125,1,3.88,3.76,4,1,5,0,9,2019,36,76,1,Good Start
7/24/2019,CHA201907240,567311,Reynaldo Lopez,loper003,16400,625643,lopezre01,CHW,CWS,MIA,MIA,1,0,1,0,0,8,30,4,2,2,1,1,10,0.176,2.25,3.09,2.96,4.5,1.12,11.25,1.12,8,2019,21,76,1,Good Start
7/25/2019,CHA201907250,567312,Jose Berrios,berrj001,14168,621244,berrijo01,MIN,MIN,CHW,CWS,1,1,0,0,0,7,29,6,3,2,1,1,8,0.263,2.57,3.21,3.63,7.71,1.29,10.29,1.29,7,2019,26,80,1,Good Start
7/26/2019,CHA201907260,567313,Michael Pineda,pinem001,5372,501381,pinedmi01,MIN,MIN,CHW,CWS,1,1,0,0,0,7,27,6,2,2,1,1,5,0.25,2.57,4.07,4.49,7.71,1.29,6.43,1.29,7,2019,34,62,1,Good Start
7/27/2019,CHA201907270,567314,Martin Perez,perem004,6902,527048,perezma02,MIN,MIN,CHW,CWS,1,0,1,0,0,6,27,7,3,3,1,1,4,0.286,4.5,4.55,5.36,10.5,1.5,6,1.5,6,2019,36,64,2,Bad Start
7/30/2019,CHA201907300,567316,Reynaldo Lopez,loper003,16400,625643,lopezre01,CHW,CWS,NYM,NYM,1,0,0,0,0,5.1,27,6,2,2,0,4,6,0.375,3.38,3.78,5.27,10.12,0,10.12,6.75,5.33,2019,41,62,2,Bad Start
7/31/2019,CHA201907310,567317,Lucas Giolito,gioll001,15474,608337,giolilu01,CHW,CWS,NYM,NYM,1,0,0,0,0,7,27,3,1,1,0,3,9,0.2,1.29,1.93,4.49,3.86,0,11.57,3.86,7,2019,33,64,1,Good Start
7/31/2019,CHA201907310,567317,Jacob deGrom,degrj001,10954,594798,degroja01,NYM,NYM,CHW,CWS,1,0,0,0,0,7,28,5,1,1,0,2,11,0.333,1.29,0.93,2.92,6.43,0,14.14,2.57,7,2019,39,77,1,Good Start
8/1/2019,CHA201908010,567318,Dylan Cease,ceasd001,18525,656302,ceasedy01,CHW,CWS,NYM,NYM,1,0,1,0,0,7,27,7,4,4,1,2,6,0.333,5.14,4.21,4.35,9,1.29,7.71,2.57,7,2019,42,62,2,Bad Start
8/13/2019,CHA201908131,567323,Dylan Cease,ceasd001,18525,656302,ceasedy01,CHW,CWS,HOU,HOU,1,0,1,0,0,6,27,5,4,2,2,5,2,0.167,3,9.38,7.7,7.5,3,3,7.5,6,2019,42,56,2,Bad Start
8/13/2019,CHA201908132,567322,Ivan Nova,novai001,1994,467100,novaiv01,CHW,CWS,HOU,HOU,1,1,0,0,0,9,31,4,1,0,0,0,3,0.148,0,2.88,5.75,4,0,3,0,9,2019,35,69,1,Good Start
8/22/2019,CHA201908220,567325,Ariel Jurado,juraa001,17030,642558,juradar01,TEX,TEX,CHW,CWS,1,0,1,0,0,8,34,10,6,6,2,1,2,0.276,6.75,6.34,4.83,11.25,2.25,2.25,1.12,8,2019,41,71,1,Good Start
8/23/2019,CHA201908230,567326,Lance Lynn,lynnl001,2520,458681,lynnla01,TEX,TEX,CHW,CWS,1,0,1,0,0,5.2,30,11,7,7,0,2,10,0.611,11.12,0.74,2.5,17.47,0,15.88,3.18,5.67,2019,34,75,2,Bad Start
9/24/2019,CHA201909240,567338,Mike Clevinger,clevm001,12808,605182,clevimi01,CLE,CLE,CHW,CWS,1,1,0,0,0,7,27,5,0,0,0,1,10,0.313,0,0.79,2.49,6.43,0,12.86,1.29,7,2019,33,59,1,Good Start
9/25/2019,CHA201909250,567339,Shane Bieber,biebs001,19427,669456,biebesh01,CLE,CLE,CHW,CWS,1,0,1,0,0,5.2,28,10,5,3,1,1,7,0.474,4.76,3.57,3.73,15.88,1.59,11.12,1.59,5.67,2019,37,61,2,Bad Start
9/28/2019,CHA201909281,567342,Reynaldo Lopez,loper003,16400,625643,lopezre01,CHW,CWS,DET,DET,1,1,0,0,0,8,28,5,1,1,1,1,9,0.235,1.13,2.96,2.83,5.62,1.12,10.12,1.12,8,2019,30,75,1,Good Start
4/12/2019,CHN201904120,565127,Cole Hamels,hamec001,4972,430935,hamelco01,CHC,CHC,LAA,LAA,1,1,0,0,0,8,28,4,1,1,1,0,6,0.143,1.13,3.34,3.21,4.5,1.12,6.75,0,8,2019,33,73,1,Good Start
4/23/2019,CHN201904230,565133,Jose Quintana,quinj001,11423,500779,quintjo01,CHC,CHC,LAD,LAD,1,1,0,0,0,7,27,4,2,2,0,2,7,0.222,2.57,2.07,3.78,5.14,0,9,2.57,7,2019,43,71,1,Good Start
5/3/2019,CHN201905030,565136,Kyle Hendricks,hendk001,12049,543294,hendrky01,CHC,CHC,STL,STL,1,1,0,0,0,9,30,4,0,0,0,0,3,0.148,0,2.55,4.32,4,0,3,0,9,2019,18,63,1,Good Start
5/7/2019,CHN201905070,565140,Jon Lester,lestj001,4930,452657,lestejo01,CHC,CHC,MIA,MIA,1,0,0,0,0,6,27,8,2,0,0,0,6,0.381,0,1.21,4.2,12,0,9,0,6,2019,39,70,1,Good Start
5/7/2019,CHN201905070,565140,Caleb Smith,smitc006,14875,592761,smithca03,MIA,MIA,CHC,CHC,1,0,0,0,0,6.2,27,5,2,2,1,3,11,0.333,2.7,3.21,3.35,6.75,1.35,14.85,4.05,6.67,2019,39,72,1,Good Start
5/8/2019,CHN201905080,565141,Kyle Hendricks,hendk001,12049,543294,hendrky01,CHC,CHC,MIA,MIA,1,0,0,0,0,8,29,5,1,0,0,0,7,0.238,0,1.84,2.83,5.62,0,7.88,0,8,2019,22,74,1,Good Start
5/10/2019,CHN201905100,565143,Jose Quintana,quinj001,11423,500779,quintjo01,CHC,CHC,MIL,MIL,1,0,1,0,0,6.2,27,4,3,3,1,3,6,0.176,4.05,4.71,3.96,5.4,1.35,8.1,4.05,6.67,2019,34,60,1,Good Start
5/12/2019,CHN201905120,565145,Jon Lester,lestj001,4930,452657,lestejo01,CHC,CHC,MIL,MIL,1,1,0,0,0,6.2,29,9,1,0,0,1,6,0.409,0,1.86,3.06,12.15,0,8.1,1.35,6.67,2019,42,74,1,Good Start
5/20/2019,CHN201905200,565146,Jake Arrieta,arrij001,4153,453562,arrieja01,PHI,PHI,CHC,CHC,1,0,0,0,0,6,27,8,1,1,0,2,4,0.381,1.5,2.88,4.21,12,0,6,3,6,2019,37,62,2,Bad Start
5/21/2019,CHN201905210,565147,Zach Eflin,efliz001,13774,621107,eflinza01,PHI,PHI,CHC,CHC,1,0,0,0,0,6,28,6,1,1,0,4,2,0.273,1.5,4.55,7.2,9,0,3,6,6,2019,42,62,2,Bad Start
5/25/2019,CHN201905250,565151,Yu Darvish,darvy001,13074,506433,darviyu01,CHC,CHC,CIN,CIN,1,0,0,0,0,7,34,12,6,6,3,2,5,0.375,7.71,8.21,4.92,15.43,3.86,6.43,2.57,7,2019,26,82,2,Bad Start
5/26/2019,CHN201905260,565152,Jose Quintana,quinj001,11423,500779,quintjo01,CHC,CHC,CIN,CIN,1,0,1,0,0,5.1,27,12,6,5,0,1,2,0.5,8.44,3.03,5.26,20.25,0,3.38,1.69,5.33,2019,28,57,2,Bad Start
6/4/2019,CHN201906040,565153,Kyle Hendricks,hendk001,12049,543294,hendrky01,CHC,CHC,COL,COL,1,1,0,0,0,7,28,6,3,3,1,1,10,0.313,3.86,2.64,2.77,7.71,1.29,12.86,1.29,7,2019,36,75,1,Good Start
6/6/2019,CHN201906060,565155,Jose Quintana,quinj001,11423,500779,quintjo01,CHC,CHC,COL,COL,1,0,1,0,0,7.1,28,6,3,3,0,0,4,0.25,3.68,2.12,5.11,7.36,0,4.91,0,7.33,2019,31,66,1,Good Start
6/7/2019,CHN201906070,565156,Cole Hamels,hamec001,4972,430935,hamelco01,CHC,CHC,STL,STL,1,1,0,0,0,8,27,3,0,0,0,1,10,0.188,0,1.09,2.08,3.38,0,11.25,1.12,8,2019,25,74,1,Good Start
6/9/2019,CHN201906090,565158,Kyle Hendricks,hendk001,12049,543294,hendrky01,CHC,CHC,STL,STL,1,1,0,0,0,7,28,8,1,1,0,0,3,0.32,1.29,2.36,4.63,10.29,0,3.86,0,7,2019,30,68,1,Good Start
6/18/2019,CHN201906180,565159,Cole Hamels,hamec001,4972,430935,hamelco01,CHC,CHC,CHW,CWS,1,0,0,0,0,7,27,6,1,1,0,2,8,0.353,1.29,1.79,3.77,7.71,0,10.29,2.57,7,2019,39,65,1,Good Start
6/23/2019,CHN201906230,565164,Cole Hamels,hamec001,4972,430935,hamelco01,CHC,CHC,NYM,NYM,1,0,0,0,0,7,27,7,3,3,2,2,5,0.278,3.86,6.36,5.2,9,2.57,6.43,2.57,7,2019,29,55,2,Bad Start
7/13/2019,CHN201907130,565170,Jon Lester,lestj001,4930,452657,lestejo01,CHC,CHC,PIT,PIT,1,1,0,0,0,6.2,28,8,3,3,2,0,6,0.3,4.05,5.31,3.2,10.8,2.7,8.1,0,6.67,2019,36,62,2,Bad Start
7/14/2019,CHN201907140,565171,Trevor Williams,willt002,16977,592866,willitr01,PIT,PIT,CHC,CHC,1,0,1,0,0,5.1,29,11,8,8,3,3,4,0.421,13.5,10.71,5.64,18.56,5.06,6.75,5.06,5.33,2019,36,61,2,Bad Start
7/15/2019,CHN201907150,565172,Luis Castillo,castl003,15689,622491,castilu02,CIN,CIN,CHC,CHC,1,1,0,0,0,6,27,7,3,3,1,3,10,0.462,4.5,3.55,2.38,10.5,1.5,15,4.5,6,2019,42,63,2,Bad Start
7/19/2019,CHN201907190,565175,Jon Lester,lestj001,4930,452657,lestejo01,CHC,CHC,SDP,SD,1,0,0,0,0,6,30,12,4,4,1,0,6,0.478,6,3.38,3.53,18,1.5,9,0,6,2019,37,68,2,Bad Start
7/21/2019,CHN201907210,565177,Kyle Hendricks,hendk001,12049,543294,hendrky01,CHC,CHC,SDP,SD,1,0,1,0,0,7,27,4,2,2,1,2,5,0.158,2.57,4.5,4.06,5.14,1.29,6.43,2.57,7,2019,31,72,1,Good Start
8/23/2019,CHN201908230,565187,Anibal Sanchez,sanca004,3284,434671,sanchan01,WSN,WSH,CHC,CHC,1,1,0,0,0,8.1,28,1,2,1,0,2,6,0.05,1.08,2.49,3.93,1.08,0,6.48,2.16,8.33,2019,36,76,1,Good Start
8/31/2019,CHN201908310,565191,Cole Hamels,hamec001,4972,430935,hamelco01,CHC,CHC,MIL,MIL,1,0,1,0,0,6,27,5,2,2,0,3,7,0.313,3,2.88,4.87,7.5,0,10.5,4.5,6,2019,37,59,2,Bad Start
9/3/2019,CHN201909030,565194,Jon Lester,lestj001,4930,452657,lestejo01,CHC,CHC,SEA,SEA,1,1,0,0,0,6,28,6,0,0,0,4,9,0.429,0,2.71,3.71,9,0,13.5,6,6,2019,43,67,2,Bad Start
9/13/2019,CHN201909130,565195,Jon Lester,lestj001,4930,452657,lestejo01,CHC,CHC,PIT,PIT,1,1,0,0,0,5,28,11,7,4,0,2,2,0.458,7.2,3.61,6.4,19.8,0,3.6,3.6,5,2019,40,67,2,Bad Start
9/17/2019,CHN201909170,565199,Yu Darvish,darvy001,13074,506433,darviyu01,CHC,CHC,CIN,CIN,1,0,1,0,0,7,28,6,4,4,1,1,13,0.385,5.14,1.79,1.06,7.71,1.29,16.71,1.29,7,2019,33,69,1,Good Start
9/17/2019,CHN201909170,565199,Sonny Gray,grays001,12768,543243,grayso01,CIN,CIN,CHC,CHC,1,1,0,0,0,6.2,28,4,2,2,0,3,9,0.267,2.7,2.31,3.21,5.4,0,12.15,4.05,6.67,2019,40,62,1,Good Start
9/19/2019,CHN201909190,565201,Jack Flaherty,flahj002,17479,656427,flaheja01,STL,STL,CHC,CHC,1,0,0,0,0,8,28,3,1,1,1,1,8,0.111,1.13,3.21,3.08,3.38,1.12,9,1.12,8,2019,34,84,1,Good Start
9/22/2019,CHN201909220,565204,Yu Darvish,darvy001,13074,506433,darviyu01,CHC,CHC,STL,STL,1,0,1,0,0,8.1,30,7,3,3,1,0,12,0.353,3.24,1.89,1.53,7.56,1.08,12.96,0,8.33,2019,28,82,1,Good Start
4/1/2019,CLE201904010,565316,Ivan Nova,novai001,1994,467100,novaiv01,CHW,CWS,CLE,CLE,1,0,0,0,0,7,27,6,1,1,0,1,4,0.273,1.29,2.5,3.92,7.71,0,5.14,1.29,7,2019,33,60,1,Good Start
4/4/2019,CLE201904040,565318,Trevor Bauer,bauet001,12703,545333,bauertr01,CLE,CLE,TOR,TOR,1,1,0,0,0,7,28,0,0,0,0,6,8,0,0,3.93,5.06,0,0,10.29,7.71,7,2019,42,75,1,Good Start
4/21/2019,CLE201904210,565324,Max Fried,friem001,13743,608331,friedma01,ATL,ATL,CLE,CLE,1,1,0,0,0,6.1,29,7,2,2,1,3,6,0.316,2.84,4.79,5.25,9.95,1.42,8.53,4.26,6.33,2019,38,63,2,Bad Start
5/3/2019,CLE201905030,565327,Shane Bieber,biebs001,19427,669456,biebesh01,CLE,CLE,SEA,SEA,1,0,0,0,0,7.2,29,6,1,1,1,1,8,0.263,1.17,3.21,3.33,7.04,1.17,9.39,1.17,7.67,2019,43,71,1,Good Start
5/4/2019,CLE201905040,565328,Carlos Carrasco,carrc003,6632,471911,carraca01,CLE,CLE,SEA,SEA,1,0,0,0,0,7.2,29,7,4,4,4,0,9,0.188,4.7,7.65,3.46,8.22,4.7,10.57,0,7.67,2019,24,70,1,Good Start
5/6/2019,CLE201905060,565330,Ivan Nova,novai001,1994,467100,novaiv01,CHW,CWS,CLE,CLE,1,1,0,0,0,7,29,8,1,1,0,1,5,0.348,1.29,2.21,3.35,10.29,0,6.43,1.29,7,2019,38,66,1,Good Start
